employee_id,name,years_in_company,department,education_level,job_level,current_salary,previous_promotions,last_promotion_year,performance_score,manager_feedback,peer_feedback,kpi_score,training_hours_completed,certifications_count,innovation_score,attendance_rate,overtime_hours,internal_initiatives,team_collaboration_score,mentorship_score,disciplinary_actions,project_delivery_success_rate,client_feedback_score,skill_progression_score,cross_functional_exposure,workload_balance,learning_agility,department_budget_factor,vacant_positions_in_level,policy_override_flag,remote_work_eligibility,promotion_received,promotion_year,salary_increase_percent,explanation_notes
E01279,Employee_1279,11,IT,Diploma,Mid,764343,2,2016,2.55,2.62,3.14,0.92,37,7,0.35,0.95,13,3,0.96,0.62,0,0.7,4.24,0.86,4,0.56,0.07,1.1,3,False,True,0,,0,
E01280,Employee_1280,18,Sales,Diploma,Entry,683458,2,2008,2.56,1.73,3.07,1.0,28,0,0.29,0.96,19,0,0.46,0.63,0,0.93,4.56,0.47,1,0.62,0.48,1.17,2,False,True,0,,0,
E01281,Employee_1281,11,Operations,Master,Entry,352875,0,2017,2.02,1.03,3.9,0.95,26,3,0.13,0.95,20,0,0.82,0.03,0,0.8,2.2,0.53,3,0.57,0.93,0.98,1,False,True,0,,0,
E01282,Employee_1282,12,Operations,Master,Senior,1580606,3,2015,2.83,2.87,3.42,0.79,12,2,0.2,0.88,25,1,0.4,0.42,0,0.77,3.77,1.0,2,0.33,0.75,0.69,0,False,True,0,,0,
E01283,Employee_1283,18,Finance,Master,Senior,1418211,1,2018,3.09,4.06,4.54,0.84,41,4,0.16,0.96,33,0,0.57,0.73,0,0.7,4.53,0.59,0,0.14,0.38,1.19,2,False,False,0,,0,
E01284,Employee_1284,18,Operations,PhD,Mid,893939,2,2016,2.18,2.04,2.52,0.84,35,1,0.37,0.87,6,0,1.0,0.31,0,0.72,3.89,0.36,2,0.61,0.47,1.03,1,False,True,0,,0,
E01285,Employee_1285,14,Legal,Diploma,Entry,580843,3,2017,4.47,4.51,3.28,1.0,39,5,0.17,0.96,19,3,0.64,0.92,0,0.75,3.52,0.0,0,0.61,0.63,0.78,0,False,False,1,2025.0,17,
E01286,Employee_1286,4,IT,Diploma,Entry,565157,1,2021,2.8,2.51,3.67,1.0,35,5,0.22,0.97,94,2,0.48,0.65,0,0.52,2.87,0.47,5,0.92,0.43,0.98,0,False,False,0,,0,
E01287,Employee_1287,5,Operations,Master,Leadership,3193307,1,2020,3.38,2.64,4.53,0.93,36,1,0.06,0.87,9,0,0.53,0.41,1,1.0,4.92,0.68,2,0.85,0.66,0.99,3,False,True,0,,0,
E01288,Employee_1288,10,Sales,PhD,Senior,1626304,3,2024,3.23,3.59,4.05,0.96,38,2,0.16,0.95,5,1,0.67,0.75,0,0.85,4.12,0.33,1,0.54,0.8,0.74,1,False,False,0,,0,
E01289,Employee_1289,20,Sales,PhD,Entry,399511,1,2022,1.8,1.0,4.17,0.75,41,5,0.18,0.97,12,3,0.83,0.67,1,0.71,3.94,0.67,3,1.0,0.73,0.75,0,False,True,0,,0,
E01290,Employee_1290,25,IT,Diploma,Entry,557089,1,2022,3.54,2.34,2.64,1.0,32,1,0.43,0.93,97,3,0.72,0.04,0,1.0,3.04,0.33,5,0.77,0.58,1.11,0,True,False,0,,0,
E01291,Employee_1291,17,Sales,Diploma,Senior,1824715,0,2023,2.7,2.35,3.14,0.75,64,1,0.38,0.96,2,3,0.41,0.31,0,0.74,4.07,0.75,5,0.44,0.3,1.28,3,False,True,0,,0,
E01292,Employee_1292,12,Legal,Master,Mid,841679,2,2015,2.54,3.66,4.24,1.0,34,3,0.68,0.73,97,0,0.8,0.57,0,0.91,3.56,0.35,3,1.0,0.83,1.18,3,False,True,1,2025.0,12,
E01293,Employee_1293,6,Sales,Master,Senior,1603077,1,2023,2.0,3.3,4.85,0.83,54,3,0.14,0.93,18,1,0.64,0.56,0,0.63,4.23,0.39,5,0.55,0.48,1.32,2,False,False,0,,0,
E01294,Employee_1294,10,Legal,Diploma,Entry,619579,2,2018,3.36,3.16,3.33,1.0,56,4,0.1,0.93,97,1,0.88,0.37,0,0.78,2.76,0.25,2,0.6,1.0,0.99,1,False,False,0,,0,
E01295,Employee_1295,6,Operations,Bachelor,Mid,656410,1,2019,3.86,3.46,3.18,0.94,35,1,0.32,0.93,20,3,0.55,0.38,0,1.0,3.55,0.6,5,0.6,0.76,1.15,2,False,False,1,2025.0,9,
E01296,Employee_1296,1,Finance,Bachelor,Senior,1512060,0,2025,2.81,2.03,3.45,1.0,32,3,0.15,0.88,13,0,0.68,0.47,0,0.55,3.8,0.74,4,0.79,0.19,1.04,1,False,False,0,,0,
E01297,Employee_1297,2,Sales,Master,Mid,806951,0,2023,2.56,3.39,2.28,1.0,4,1,0.14,0.91,62,3,0.5,0.58,0,0.74,3.14,0.09,3,0.42,0.4,0.77,3,False,False,0,,0,
E01298,Employee_1298,3,IT,PhD,Manager,1645243,0,2025,4.05,4.74,3.29,0.81,1,3,0.37,0.96,19,0,0.86,1.0,0,0.6,3.46,0.95,4,0.75,0.68,0.96,3,False,True,0,,0,
E01299,Employee_1299,19,Finance,Master,Senior,1334025,3,2007,3.75,3.14,4.43,1.0,25,2,0.38,0.98,23,1,0.49,0.96,0,0.9,2.58,0.18,0,0.76,0.88,1.3,2,True,False,0,,0,
E01300,Employee_1300,22,Finance,PhD,Mid,1012850,2,2020,2.09,3.24,3.66,0.83,43,1,0.6,0.94,7,0,0.55,0.31,0,0.54,3.91,0.1,1,0.8,0.59,0.81,1,False,True,0,,0,
E01301,Employee_1301,9,IT,PhD,Leadership,3945845,0,2022,2.42,2.66,4.56,1.0,35,1,0.38,0.83,0,2,0.29,0.38,1,0.96,4.75,0.53,2,0.4,0.8,1.01,2,False,False,0,,0,
E01302,Employee_1302,0,Legal,Master,Senior,1384446,0,2025,3.37,3.48,3.04,1.0,9,0,0.26,0.94,30,3,0.15,0.59,0,0.74,2.89,0.85,2,0.75,0.75,1.2,0,False,False,0,,0,
E01303,Employee_1303,25,HR,Diploma,Entry,682261,2,2009,3.68,3.66,1.87,0.99,67,2,0.4,0.89,41,0,0.9,1.0,0,0.97,4.2,0.48,5,0.74,0.54,0.95,3,False,False,0,,0,
E01304,Employee_1304,20,Operations,Bachelor,Entry,690222,2,2013,2.88,3.01,4.01,1.0,24,4,0.75,0.95,10,1,0.59,0.96,0,0.87,5.0,0.54,4,0.97,1.0,0.88,3,False,True,0,,0,
E01305,Employee_1305,19,Operations,Bachelor,Mid,971542,1,2008,1.81,2.07,3.07,0.76,57,1,0.58,0.9,36,0,0.8,0.83,0,0.85,3.49,0.36,3,0.77,0.71,0.97,3,False,True,0,,0,
E01306,Employee_1306,10,Operations,Master,Senior,1667103,0,2021,5.0,5.0,4.76,1.0,50,0,0.43,0.91,48,2,0.64,0.14,0,0.75,3.35,0.9,3,1.0,0.0,0.88,0,False,True,1,2025.0,9,
E01307,Employee_1307,18,Legal,PhD,Entry,733243,2,2022,3.31,1.81,3.65,0.8,30,3,0.45,1.0,5,1,0.61,0.94,0,0.66,4.23,0.36,2,0.35,0.75,0.87,0,False,True,1,2025.0,9,
E01308,Employee_1308,21,Legal,Bachelor,Manager,1570148,3,2007,2.21,1.83,3.05,0.74,54,3,0.51,0.88,40,3,0.55,0.29,0,1.0,3.84,0.68,0,1.0,0.4,1.01,1,False,False,0,,0,
E01309,Employee_1309,11,Finance,PhD,Leadership,3678828,0,2015,2.52,2.53,4.52,1.0,46,3,0.42,0.84,20,1,0.63,0.29,0,0.88,3.86,0.8,2,0.59,0.69,1.18,2,False,False,0,,0,
E01310,Employee_1310,6,IT,Diploma,Mid,844203,1,2020,4.13,2.95,3.27,1.0,36,3,0.59,0.9,13,1,0.53,0.93,0,0.52,3.13,0.39,4,0.51,1.0,0.94,0,True,True,1,2025.0,8,
E01311,Employee_1311,4,HR,Diploma,Entry,607729,0,2023,2.1,1.78,4.38,0.84,9,2,0.13,0.91,18,1,0.58,0.34,0,1.0,4.19,0.98,1,0.79,0.51,0.78,0,True,False,0,,0,
E01312,Employee_1312,4,HR,Master,Entry,755870,1,2023,3.79,3.85,3.13,1.0,38,0,0.08,0.91,12,3,0.79,0.13,0,0.75,3.34,0.48,0,0.71,0.18,1.06,1,True,False,0,,0,
E01313,Employee_1313,4,Finance,Master,Senior,1534734,1,2022,2.36,2.57,3.42,0.89,53,1,0.04,0.93,101,1,0.62,0.0,1,0.6,2.81,0.52,2,0.82,0.38,0.67,3,False,True,0,,0,
E01314,Employee_1314,6,HR,PhD,Entry,633694,2,2020,4.61,4.3,3.67,1.0,3,0,0.7,0.93,57,1,0.5,0.27,0,0.53,4.33,0.74,5,0.91,0.55,1.33,1,False,True,0,,0,
E01315,Employee_1315,9,Sales,Master,Mid,1146493,2,2022,4.89,5.0,4.87,1.0,45,1,0.21,0.99,11,0,0.94,0.54,0,0.69,4.13,0.52,0,0.69,0.6,1.3,0,False,False,0,,0,
E01316,Employee_1316,17,IT,Master,Senior,1573799,2,2019,4.9,5.0,2.22,1.0,43,5,0.24,0.98,13,2,0.73,0.85,0,0.64,4.53,0.83,5,0.39,0.67,1.38,0,False,True,0,,0,
E01317,Employee_1317,22,HR,Bachelor,Senior,1462185,2,2024,3.29,4.68,4.71,0.81,28,2,0.65,0.93,88,2,0.41,0.35,0,0.86,4.16,0.4,2,1.0,0.88,0.87,1,False,True,0,,0,
E01318,Employee_1318,13,Legal,Master,Mid,770097,2,2025,4.1,4.8,4.31,1.0,41,3,0.19,0.92,38,3,0.04,0.12,0,0.75,5.0,0.53,4,0.38,0.66,1.07,1,False,False,0,,0,
E01319,Employee_1319,17,Sales,PhD,Senior,1910052,0,2019,2.8,2.65,4.57,1.0,36,2,0.13,0.95,10,1,0.73,0.65,0,1.0,4.01,0.31,2,1.0,0.73,1.05,0,False,False,0,,0,
E01320,Employee_1320,5,Operations,Bachelor,Mid,835605,1,2025,3.84,2.14,2.93,1.0,18,2,0.4,0.84,33,0,0.79,0.61,0,0.92,3.3,0.16,0,0.55,0.57,1.15,1,True,False,0,,0,
E01321,Employee_1321,4,HR,Diploma,Senior,1340305,0,2022,3.85,5.0,3.07,0.96,33,1,0.2,0.95,8,1,0.74,0.35,0,0.79,3.22,0.29,1,0.81,0.99,0.8,1,True,True,0,,0,
E01322,Employee_1322,13,Legal,PhD,Entry,667839,0,2022,2.6,3.18,2.86,0.93,50,0,0.15,0.95,2,0,0.76,0.76,0,0.66,4.23,1.0,4,0.93,0.48,0.64,2,False,True,0,,0,
E01323,Employee_1323,2,Finance,PhD,Mid,835637,0,2025,3.42,4.03,3.78,1.0,33,0,0.49,1.0,55,2,0.92,0.95,0,0.8,3.55,0.35,4,0.89,0.13,0.98,2,True,False,0,,0,
E01324,Employee_1324,12,Sales,PhD,Mid,713885,2,2024,5.0,5.0,4.32,1.0,32,3,0.56,0.95,5,3,1.0,0.56,0,0.91,2.53,0.91,4,0.56,0.03,0.82,1,False,False,0,,0,
E01325,Employee_1325,20,Finance,Master,Entry,582321,0,2022,2.67,1.85,3.84,0.75,43,6,0.24,0.9,25,2,0.28,0.68,0,0.7,5.0,0.26,1,0.8,0.67,1.07,1,False,False,0,,0,
E01326,Employee_1326,21,Legal,Bachelor,Mid,900106,0,2022,2.53,2.57,2.74,1.0,38,6,0.47,0.96,9,3,0.78,0.06,0,0.86,3.64,0.44,1,0.69,0.38,0.77,1,False,False,0,,0,
E01327,Employee_1327,23,HR,Bachelor,Mid,1215495,2,2003,3.64,3.9,2.94,1.0,56,3,0.55,0.96,13,0,0.66,0.14,0,0.76,3.57,0.09,3,0.16,0.59,0.87,1,True,False,0,,0,
E01328,Employee_1328,2,Legal,Bachelor,Senior,1467664,0,2024,3.69,3.82,3.82,0.86,6,1,0.34,0.91,128,1,0.91,0.5,0,0.85,3.01,0.56,2,0.68,0.89,0.88,3,True,False,0,,0,
E01329,Employee_1329,7,IT,Bachelor,Entry,490928,0,2022,3.09,2.71,2.69,0.75,40,1,0.24,0.99,28,0,0.24,0.57,0,0.96,3.01,1.0,5,0.81,0.95,0.87,1,False,False,0,,0,
E01330,Employee_1330,9,Finance,Bachelor,Entry,556127,1,2019,4.13,4.23,3.57,1.0,60,0,0.15,0.87,16,0,1.0,0.9,0,0.77,3.9,0.47,2,0.56,0.93,0.84,3,False,True,1,2025.0,15,
E01331,Employee_1331,20,HR,PhD,Manager,2011122,0,2016,5.0,5.0,3.25,1.0,50,4,0.42,1.0,21,2,0.62,0.97,0,0.66,4.1,0.83,3,0.84,0.37,0.6,2,False,False,0,,0,
E01332,Employee_1332,15,Finance,Master,Senior,1496794,2,2023,3.38,3.45,2.96,1.0,35,2,0.65,0.96,2,0,0.76,0.2,0,0.8,3.92,0.54,3,0.55,0.55,0.96,2,False,False,0,,0,
E01333,Employee_1333,3,HR,Diploma,Entry,359401,1,2023,3.43,2.57,3.05,1.0,45,0,0.07,0.98,87,0,0.54,0.08,0,0.9,2.62,0.54,1,1.0,0.72,1.16,3,False,False,0,,0,
E01334,Employee_1334,2,Legal,Bachelor,Entry,750091,0,2024,1.72,2.77,3.57,0.61,32,4,0.36,0.91,2,0,0.78,0.48,0,0.73,3.56,0.64,3,0.35,0.92,1.03,1,False,False,0,,0,
E01335,Employee_1335,20,IT,PhD,Mid,982555,2,2007,3.07,3.19,3.23,0.95,67,0,0.2,0.91,24,0,0.26,0.35,0,0.76,3.14,0.46,5,0.9,0.29,1.17,3,False,True,0,,0,
E01336,Employee_1336,3,Sales,Diploma,Senior,1445123,0,2024,4.23,3.89,2.34,1.0,21,0,0.56,0.92,59,0,0.7,0.46,0,0.87,5.0,0.28,2,0.79,0.99,1.14,3,False,False,0,,0,
E01337,Employee_1337,4,Finance,Bachelor,Mid,783579,1,2021,3.57,3.93,3.86,1.0,19,2,0.31,0.97,9,3,0.85,0.02,1,0.78,4.43,0.33,4,0.54,0.31,0.94,1,False,False,0,,0,
E01338,Employee_1338,13,Operations,Diploma,Entry,613768,3,2015,2.79,3.18,3.7,1.0,20,2,0.38,0.95,7,3,0.93,0.21,0,0.9,3.32,0.34,2,0.63,0.27,0.92,1,False,True,0,,0,
E01339,Employee_1339,23,Sales,Master,Senior,1368438,3,2014,4.41,4.25,3.87,0.78,79,3,0.36,0.95,47,3,0.48,0.53,0,0.75,3.23,0.24,2,0.81,0.6,1.1,2,False,False,0,,0,
E01340,Employee_1340,8,IT,Master,Entry,715742,2,2018,1.7,1.0,2.44,0.8,33,2,0.41,1.0,10,1,0.82,0.72,0,0.83,3.87,0.44,4,0.9,0.73,0.97,0,False,False,0,,0,
E01341,Employee_1341,5,HR,Bachelor,Mid,745185,0,2024,2.59,2.79,3.92,1.0,21,1,0.16,0.84,10,0,0.07,0.59,0,0.53,1.94,0.33,5,0.56,0.7,0.78,0,True,True,0,,0,
E01342,Employee_1342,25,IT,Bachelor,Entry,569042,3,2009,2.11,1.85,2.76,1.0,26,3,0.29,0.98,30,2,0.61,0.5,1,1.0,5.0,0.46,4,0.67,0.81,1.04,0,False,False,0,,0,
E01343,Employee_1343,13,HR,Diploma,Entry,692744,0,2013,2.84,2.13,3.74,1.0,32,1,0.49,0.97,3,1,0.96,0.96,0,0.91,2.74,0.37,4,0.12,0.86,1.21,1,False,False,0,,0,
E01344,Employee_1344,18,Operations,Bachelor,Mid,1020789,0,2009,2.65,2.41,3.65,0.92,57,4,0.4,0.95,2,2,0.64,0.56,0,0.81,2.45,0.59,3,0.52,1.0,1.06,3,False,False,0,,0,
E01345,Employee_1345,10,Legal,Bachelor,Manager,2105758,2,2017,3.35,3.08,4.03,1.0,38,0,0.23,0.88,0,1,0.76,0.21,0,0.74,3.47,1.0,4,0.64,1.0,1.06,3,True,False,0,,0,
E01346,Employee_1346,12,Sales,PhD,Entry,501603,0,2014,3.51,4.49,2.93,0.96,47,3,0.46,0.9,130,3,0.77,0.6,0,0.8,5.0,0.69,5,0.28,0.39,0.94,2,False,True,0,,0,
E01347,Employee_1347,7,IT,Master,Entry,532047,1,2018,3.17,3.37,2.86,1.0,47,2,0.18,0.86,22,0,0.22,0.14,1,0.92,3.64,0.87,4,0.08,0.93,1.16,3,False,True,0,,0,
E01348,Employee_1348,2,Finance,Diploma,Mid,857650,0,2024,2.92,3.05,2.66,0.95,41,2,0.51,1.0,30,2,0.85,0.28,1,0.63,3.48,0.61,1,0.81,0.86,0.93,1,False,False,0,,0,
E01349,Employee_1349,25,Operations,PhD,Mid,790089,0,2004,4.35,4.79,3.44,1.0,70,13,0.28,1.0,3,1,0.6,0.54,0,0.88,4.07,0.15,0,0.81,0.46,1.09,1,False,False,0,,0,
E01350,Employee_1350,18,Operations,Bachelor,Entry,487126,3,2025,4.95,4.43,4.19,0.9,48,4,0.06,0.93,84,0,0.62,0.36,0,0.73,3.46,0.43,4,0.47,0.72,1.03,3,False,False,0,,0,
E01351,Employee_1351,14,Finance,Diploma,Senior,1749251,0,2012,2.53,1.95,4.12,0.94,24,4,0.25,1.0,26,0,0.31,0.93,1,1.0,4.85,0.45,4,0.67,0.38,0.63,1,False,False,0,,0,
E01352,Employee_1352,16,IT,Bachelor,Senior,1443532,1,2013,2.73,2.64,3.52,1.0,63,4,0.42,0.9,20,2,0.57,0.26,0,0.87,2.62,0.31,1,1.0,0.31,1.24,0,False,False,1,2025.0,16,
E01353,Employee_1353,4,IT,Master,Mid,1008198,0,2021,4.55,5.0,3.14,1.0,18,1,0.12,0.91,34,2,0.62,0.56,0,0.53,4.63,0.86,0,0.24,0.82,0.71,1,False,False,0,,0,
E01354,Employee_1354,11,Finance,PhD,Mid,985934,2,2019,2.42,2.81,3.43,1.0,35,2,0.21,0.91,61,1,1.0,0.28,0,0.58,2.66,0.34,1,0.43,0.49,1.08,3,False,False,1,2025.0,19,
E01355,Employee_1355,18,Legal,PhD,Mid,991418,0,2016,3.18,3.25,3.09,1.0,54,1,0.19,0.93,114,1,0.77,0.11,0,0.87,4.19,0.38,1,0.62,0.6,1.3,2,True,False,0,,0,
E01356,Employee_1356,19,Finance,Bachelor,Mid,645625,2,2020,3.32,2.1,3.6,1.0,25,5,0.53,0.97,27,2,0.76,0.31,1,0.98,3.48,0.52,2,0.45,0.5,1.04,1,True,True,0,,0,
E01357,Employee_1357,20,Sales,Master,Entry,652213,3,2025,4.34,5.0,3.64,1.0,65,3,0.08,0.94,5,1,0.56,0.03,0,0.68,3.22,0.89,2,0.94,0.7,1.05,2,False,True,1,2025.0,17,
E01358,Employee_1358,13,Legal,Master,Manager,1606066,1,2017,3.3,3.48,3.5,1.0,45,4,0.32,1.0,50,1,0.32,0.45,1,0.79,2.28,0.41,3,0.46,0.64,1.3,3,False,False,0,,0,
E01359,Employee_1359,15,IT,Diploma,Leadership,3608266,3,2024,4.59,5.0,3.93,1.0,67,4,0.41,0.87,14,3,0.7,0.69,0,0.99,4.57,0.67,5,1.0,0.39,1.06,3,False,True,0,,0,
E01360,Employee_1360,7,Sales,Diploma,Mid,900707,0,2024,3.67,4.62,3.5,1.0,1,1,0.15,0.93,2,0,0.82,0.27,0,0.84,3.39,0.66,0,0.67,0.8,0.94,1,False,False,0,,0,
E01361,Employee_1361,1,HR,PhD,Mid,1165588,0,2024,2.0,2.51,1.36,0.79,5,1,0.13,0.96,29,2,0.67,0.75,0,0.61,4.93,0.77,5,0.86,0.32,0.85,0,False,False,0,,0,
E01362,Employee_1362,21,HR,Bachelor,Senior,1506019,1,2011,2.66,3.45,4.0,1.0,30,4,0.29,1.0,1,1,0.42,1.0,0,1.0,4.15,0.52,0,0.62,0.48,0.89,1,True,False,0,,0,
E01363,Employee_1363,7,Sales,Bachelor,Senior,1301257,0,2018,3.06,3.45,2.71,1.0,67,1,0.39,0.98,24,1,0.44,0.25,0,0.88,2.21,0.42,4,0.88,1.0,1.17,1,False,False,0,,0,
E01364,Employee_1364,3,IT,Bachelor,Entry,831246,1,2025,2.82,2.35,3.38,1.0,12,1,0.14,0.86,0,3,0.9,0.78,0,0.63,3.39,0.49,0,0.89,0.83,1.07,3,False,True,0,,0,
E01365,Employee_1365,7,HR,Diploma,Mid,905843,1,2025,1.73,2.42,2.3,0.89,38,0,0.3,0.91,29,0,0.98,0.84,0,0.65,5.0,0.47,3,0.66,0.47,0.92,1,False,False,0,,0,
E01366,Employee_1366,19,Sales,Bachelor,Entry,579009,1,2025,4.53,3.12,4.04,1.0,41,4,0.12,0.98,9,3,0.73,0.82,1,0.69,5.0,0.67,3,0.91,0.75,1.16,0,False,True,0,,0,
E01367,Employee_1367,6,Finance,PhD,Mid,888860,0,2023,3.14,3.26,3.24,0.8,62,2,0.08,0.97,11,0,0.76,0.73,0,0.83,4.17,0.1,5,0.66,0.37,0.82,3,False,False,0,,0,
E01368,Employee_1368,3,Finance,Master,Entry,567124,1,2022,1.86,2.64,2.55,0.73,29,0,0.48,0.93,61,3,0.44,1.0,0,0.68,4.02,0.91,5,0.8,0.71,1.16,2,False,False,0,,0,
E01369,Employee_1369,11,Finance,Master,Senior,1423228,3,2021,2.94,2.67,4.71,0.7,13,2,0.15,0.91,44,0,0.89,0.57,0,0.9,3.82,0.6,0,1.0,0.0,0.91,2,False,True,0,,0,
E01370,Employee_1370,13,Legal,Master,Mid,1111635,3,2019,3.28,3.44,3.54,1.0,1,4,0.15,0.94,2,1,0.48,0.64,0,0.86,4.51,0.71,2,0.62,0.86,0.75,3,False,False,1,2025.0,17,
E01371,Employee_1371,20,Legal,Diploma,Senior,1463459,3,2023,3.36,2.89,4.04,0.92,57,2,0.23,0.94,0,3,0.26,0.4,0,0.59,3.97,0.4,5,0.66,0.62,1.11,3,False,False,0,,0,
E01372,Employee_1372,5,Legal,Bachelor,Manager,1499718,0,2023,2.36,3.27,3.77,1.0,9,1,0.21,1.0,14,0,0.35,0.6,0,0.8,2.84,0.88,3,0.5,0.46,1.06,0,False,True,0,,0,
E01373,Employee_1373,23,IT,Diploma,Mid,986053,1,2007,4.35,5.0,3.3,1.0,53,2,0.47,0.94,20,1,1.0,0.57,0,0.86,4.48,0.54,1,0.48,1.0,0.7,1,False,False,0,,0,
E01374,Employee_1374,10,Sales,Bachelor,Manager,2062459,2,2020,3.24,3.7,3.71,1.0,45,1,0.34,1.0,18,0,0.67,0.35,0,1.0,4.79,0.18,1,0.23,0.48,0.93,2,False,False,0,,0,
E01375,Employee_1375,14,Sales,Diploma,Entry,712984,1,2013,3.24,2.94,3.27,1.0,46,0,0.21,0.88,5,3,0.92,0.02,0,0.97,3.71,0.84,1,0.63,1.0,1.09,3,False,True,1,2025.0,18,
E01376,Employee_1376,8,IT,Bachelor,Senior,1202365,0,2020,4.18,5.0,3.84,1.0,46,3,0.12,0.89,44,0,0.79,0.69,0,0.89,4.09,0.35,0,0.9,0.41,0.87,1,False,True,0,,0,
E01377,Employee_1377,11,IT,Master,Mid,944436,0,2025,3.13,4.51,4.13,0.94,38,1,0.16,0.89,1,2,0.69,0.55,0,0.7,3.47,0.49,2,0.48,0.5,1.13,3,False,True,1,2025.0,12,
E01378,Employee_1378,1,Finance,Master,Senior,1463644,0,2024,3.26,2.77,3.75,0.79,12,3,0.23,0.96,16,2,0.46,1.0,0,0.73,2.74,0.54,0,0.5,0.29,0.92,2,False,False,0,,0,
E01379,Employee_1379,11,Finance,Bachelor,Entry,518172,3,2014,3.01,3.13,1.63,0.91,4,1,0.18,0.94,47,2,0.35,1.0,0,0.46,4.38,0.54,2,1.0,0.28,0.6,0,False,True,0,,0,
E01380,Employee_1380,16,Operations,Diploma,Mid,1016309,3,2019,4.77,3.98,3.46,1.0,60,1,0.5,0.99,32,0,0.8,0.2,1,0.74,4.6,0.55,1,0.92,0.56,0.99,3,False,True,0,,0,
E01381,Employee_1381,2,Operations,Diploma,Manager,2071972,0,2024,4.49,2.97,2.99,1.0,42,1,0.31,0.92,23,3,0.72,0.39,0,0.64,3.72,0.23,2,0.48,0.24,1.04,1,False,True,0,,0,
E01382,Employee_1382,14,HR,Master,Senior,1741835,1,2021,3.46,3.38,4.19,0.8,47,2,0.18,0.95,50,2,0.59,0.48,0,0.8,3.62,0.72,4,0.64,0.54,0.65,1,False,False,0,,0,
E01383,Employee_1383,6,Operations,PhD,Mid,1133455,2,2020,3.9,5.0,3.46,0.87,60,1,0.52,0.91,93,2,0.68,0.89,0,0.61,4.45,0.43,0,0.17,0.35,0.69,3,False,True,0,,0,
E01384,Employee_1384,2,Finance,Diploma,Mid,802691,0,2025,1.62,1.21,4.6,0.36,41,1,0.6,0.96,104,0,1.0,0.07,0,1.0,3.93,0.27,3,0.6,1.0,0.84,3,False,True,0,,0,
E01385,Employee_1385,16,Legal,Bachelor,Manager,2478378,1,2019,3.18,2.98,4.15,0.96,42,2,0.39,0.9,34,1,0.58,0.8,0,0.72,4.26,0.75,0,0.83,0.11,1.13,3,False,False,0,,0,
E01386,Employee_1386,17,HR,Diploma,Mid,935784,2,2018,4.2,2.32,3.74,0.88,21,3,0.27,0.93,0,1,0.42,0.23,1,0.83,3.8,0.9,3,0.57,0.8,0.72,0,False,False,0,,0,
E01387,Employee_1387,24,IT,Master,Entry,617474,1,2018,2.32,1.85,2.67,0.97,40,2,0.58,0.91,24,1,0.79,0.27,0,0.75,3.15,0.46,5,0.79,0.37,0.73,1,False,True,0,,0,
E01388,Employee_1388,5,Operations,Master,Entry,650349,0,2023,3.87,4.64,3.57,1.0,34,0,0.37,0.89,52,3,0.63,0.6,0,0.87,3.2,0.67,0,0.55,0.95,1.09,0,False,False,0,,0,
E01389,Employee_1389,1,Legal,Diploma,Mid,1057179,0,2025,3.24,3.37,2.68,0.85,28,1,0.08,0.93,35,3,0.42,0.71,0,0.83,4.04,0.18,5,0.86,0.8,1.25,0,False,True,0,,0,
E01390,Employee_1390,2,Operations,Diploma,Senior,1597652,0,2024,2.37,3.23,2.37,1.0,39,1,0.28,0.97,3,1,0.07,0.51,0,0.67,3.62,0.17,0,0.48,0.5,1.26,0,False,False,0,,0,
E01391,Employee_1391,14,Finance,PhD,Senior,1431140,3,2025,5.0,5.0,4.03,1.0,37,3,0.15,0.97,18,0,0.42,0.46,0,0.88,4.0,0.62,1,0.35,0.27,1.23,1,False,False,1,2025.0,8,
E01392,Employee_1392,13,HR,PhD,Mid,799873,3,2022,4.22,4.43,3.35,1.0,63,2,0.41,1.0,30,3,1.0,0.48,1,0.6,4.67,0.62,1,0.83,0.59,1.13,0,True,False,0,,0,
E01393,Employee_1393,7,IT,Bachelor,Senior,1416702,1,2022,4.01,2.56,2.87,1.0,21,4,0.34,1.0,18,3,0.67,0.6,0,1.0,3.13,0.31,0,1.0,0.69,1.01,2,False,False,0,,0,
E01394,Employee_1394,17,HR,Bachelor,Mid,1004684,1,2021,5.0,4.57,3.78,1.0,44,1,0.07,0.92,28,0,0.56,0.77,0,0.62,3.03,0.28,0,0.74,0.31,0.74,1,False,True,0,,0,
E01395,Employee_1395,8,IT,PhD,Mid,948929,2,2017,2.48,2.8,4.3,1.0,4,3,0.4,0.98,28,3,0.6,0.26,0,0.78,4.82,0.95,4,1.0,0.48,0.68,2,False,True,0,,0,
E01396,Employee_1396,15,HR,PhD,Mid,930022,1,2020,3.06,4.43,2.92,1.0,48,0,0.41,0.98,48,2,0.82,0.52,0,0.74,2.77,0.28,1,0.67,0.5,1.32,1,False,False,0,,0,
E01397,Employee_1397,1,IT,Bachelor,Entry,472196,0,2025,2.86,3.43,2.82,1.0,6,3,0.27,0.94,24,2,0.71,0.51,0,0.78,3.65,0.52,1,0.81,0.5,1.04,2,True,False,0,,0,
E01398,Employee_1398,25,HR,Bachelor,Leadership,3106474,3,2006,4.26,3.53,3.77,1.0,61,3,0.37,0.94,11,3,0.61,0.15,0,0.76,4.46,0.49,4,0.34,0.92,1.03,0,False,True,0,,0,
